,Neighborhood,NeighborhoodLat,NeighborhoodLong,VenueName,VenueLat,VenueLong,VenueCategory
74,"Rouge, Malvern",43.806686299999996,-79.19435340000001,new hope clinic,43.80154800415039,-79.19991302490234,Medical Center
75,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Urban Textures,43.80160451237483,-79.19844956751768,Professional & Other Places
76,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Ace Driving School,43.801831,-79.200615,Driving School
77,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Medical Centre Family Physicians,43.800811,-79.199986,Medical Center
78,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Imminent Concepts,43.804597060757224,-79.19974422693653,Coworking Space
79,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Dr. J.  Banducci Dentistry,43.80121,-79.200642,Dentist's Office
80,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Obsidian Mortgage Corporation & Financial Services,43.80109968574985,-79.19413089752196,Bank
81,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Mario's Barber,43.80131,-79.200646,Salon / Barbershop
82,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Nash Automotive,43.8045,-79.196,Automotive Shop
83,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Tropical Nights,43.800955,-79.200427,Lounge
84,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Meena's Fine Foods,43.80447575837742,-79.19975280761719,Indian Restaurant
85,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Fusion supermart,43.800433740639924,-79.200439453125,Grocery Store
86,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Tim Hortons / Esso,43.80186301779314,-79.1992957809335,Coffee Shop
87,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Chick'n'joy,43.801053,-79.200125,Fried Chicken Joint
88,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Fusion Supermarket,43.800527899352915,-79.2000637571665,Fruit & Vegetable Store
89,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Promotional Print & Packaging,43.803883027244375,-79.20014088499092,Factory
90,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Second Cup,43.802164535542744,-79.19611362644378,Coffee Shop
91,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Snap Fitness,43.8025930921666,-79.19779947651536,Gym
92,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Subway,43.800899658291335,-79.19989848304472,Sandwich Place
93,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Harvey's @ Home Depot,43.80148685972701,-79.19597625732422,Burger Joint
94,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Bus Stop: 85 & 116,43.80219845231118,-79.19938862774073,Bus Station
95,"Rouge, Malvern",43.806686299999996,-79.19435340000001,MR. GREEK Express,43.799853406744745,-79.19823358305395,Greek Restaurant
96,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Upper Rouge Trail,43.809988,-79.186147,Trail
97,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Bus Stop : 116 @ Milner,43.8005734089276,-79.19923738366275,Bus Station
98,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Esso,43.80163186992142,-79.19918408226695,Gas Station
99,"Rouge, Malvern",43.806686299999996,-79.19435340000001,Fix Auto Collision,43.799929,-79.192165,Automotive Shop
0,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Colonel Danforth Park,43.7775073613354,-79.16430271940706,Playground
1,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Royal Canadian Legion,43.78253332838298,-79.16308473261682,Bar
2,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,St. Dunstan Of Canterbury Church,43.78411963961499,-79.16481971740723,Church
3,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Northern Smokes,43.78271,-79.16972,BBQ Joint
4,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,SmartStop Self Storage,43.79362673647862,-79.15298044681549,Storage Facility
5,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Jenny's Nail Studio,43.783962,-79.158833,Nail Salon
6,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Meadowvale Christmas Display,43.788475036621094,-79.16202545166016,General Entertainment
7,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Shell,43.79692329836422,-79.14850637739623,Gas Station
8,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Bus Stop: 95 & 116A,43.790198,-79.16979,
9,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,UTSC - Physics Labs,43.780079,-79.156193,College Lab
10,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Handyman Connection,43.78390143556434,-79.17099861131925,Office
11,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,St. John's Norway Cemetery & Crematorium,43.78486050975922,-79.14529262552773,Funeral Home
12,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Intensive Care Center,43.79021132623707,-79.17430400848389,Medical Center
13,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Highland Creek Pharmacy,43.78371437037705,-79.17029322280213,
14,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Wine Kitz,43.78361229378082,-79.1696047782898,Winery
15,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,98 tanning,43.783862,-79.169597,Tanning Salon
16,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Estheticure,43.787052,-79.177202,Salon / Barbershop
17,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Eveready Auto Service,43.794,-79.1536,Auto Garage
18,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Shammy's Auto Detailing,43.79478777006687,-79.1584771839096,
19,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Gone With The Dogs,43.78377365087932,-79.16825969054725,
20,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,"Romac Drive, Scarborough",43.791851,-79.16943,
21,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,38 Highland Creek Wichey Rd Stop,43.78854253451922,-79.14718884541999,
22,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,The Kilt Pub,43.78304487251547,-79.17020504886786,
23,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Kingston,43.79107280113457,-79.15914959134402,
24,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Shape Products,43.7941408308713,-79.15437098582031,
25,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,5 McMorrow,43.773252985521964,-79.16298552938305,
26,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Windshield Stone Chip Repairs,43.7887916,-79.1573032,
27,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Power Business Services (Home Office),43.78549575805664,-79.15493774414062,Office
28,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,"Fleury, Comery LLP",43.783952,-79.170821,Office
29,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Remax West,43.7760410324055,-79.16892397738826,Office
30,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,BOSS Fitness,43.794778408419496,-79.15850558959409,Gym / Fitness Center
31,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,"Gillian Radford, R.M.T.",43.784096,-79.17076,Medical Center
32,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,"Re/Max West Realty Inc., Brokerage",43.78362271521059,-79.16948863260701,Office
33,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Rouge Chiropractic Health Solutions,43.78723698571616,-79.15084337162045,Medical Center
34,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Taste Buddies,43.775771,-79.15021,Chinese Restaurant
35,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,W Sushi,43.77567,-79.16444,Japanese Restaurant
36,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Rainbow Motors,43.792519,-79.157175,Auto Dealership
37,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Bradley's Paint & Decorating Centre,43.783845,-79.16986,Design Studio
38,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,West Hill Salvation Army,43.78555675632752,-79.17096554634995,Non-Profit
39,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Amigo's,43.78374897230486,-79.16869108443315,Breakfast Spot
40,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Foudy Chiropractic,43.78407892143051,-79.1711639359925,Medical Center
41,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Ted's Restaurant,43.78446796744621,-79.1692004571639,Breakfast Spot
42,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Highland Dental Centre,43.7900692805834,-79.1739578792857,Dentist's Office
43,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Pine Ridge Dental Centre,43.79410144122779,-79.15304263400206,Dentist's Office
44,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Bus stop: 86 Southbound,43.792614826692144,-79.16328313877268,
45,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,University of TORONTO - MW building,43.776857989992024,-79.17358315400891,College Academic Building
46,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Pan Am Path,43.780182,-79.174515,Trail
47,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Authentic Performance,43.78346,-79.16931,Automotive Shop
48,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Centennial Public School,43.787445154886335,-79.1472053820547,Elementary School
49,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Yogaville,43.784783,-79.175496,Spiritual Center
50,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Emeralds cleaners,43.78366217394184,-79.17382349572763,Laundry Service
51,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Rouge Valley Veterinary Hospital,43.783660355186726,-79.17380927302905,Pet Service
52,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,The Clay emporium,43.78230667114258,-79.17283630371094,Arts & Crafts Store
53,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Auto gallery collision,43.78923534387118,-79.16247848901016,Automotive Shop
54,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Showcare Auto,43.792345,-79.155036,Automotive Shop
55,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Morrish Pharmacy,43.79022529295015,-79.17438219876325,Pharmacy
56,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Metro Tech,43.792709,-79.155529,Automotive Shop
57,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Framing Dames,43.78365876838752,-79.17024850845337,Miscellaneous Shop
58,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Sew Here Sew Now,43.783703,-79.170082,Arts & Crafts Store
59,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Coffee Time,43.783636436107955,-79.17030424453813,Smoke Shop
60,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Uniglobe Grahams Travel,43.783731988115264,-79.16866750268552,General Travel
61,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,The Right Cut,43.78358873479618,-79.16883834238348,Salon / Barbershop
62,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,st brendan catholic school,43.78305151898218,-79.1492669266048,College Gym
63,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Betty Boop Way,43.78366381202155,-79.17380968812022,German Restaurant
64,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Estheticare Hair Salon and Spa,43.78365,-79.17384,Salon / Barbershop
65,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,John's Tire Sales & Service,43.793949,-79.153703,Automotive Shop
66,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Rotom Auto,43.784934,-79.16952,Automotive Shop
67,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Tru Value,43.782565220136554,-79.17256367331865,Gas Station
68,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Quality Service 2000,43.793204,-79.153686,Automotive Shop
69,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Jay's Collision,43.785081,-79.169981,Automotive Shop
70,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Klassic Dry Cleaners Repairs & Alterations,43.790492946810424,-79.17393032600708,Laundry Service
71,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Tony Stacey Centre for Veterans Care,43.78385738484975,-79.16473810455003,Assisted Living
72,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Lavender Rose Flowers,43.7837498216438,-79.1709875896641,Flower Shop
73,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,A-4 Motors,43.777727,-79.173041,Automotive Shop
74,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Howard Johnson Inns & Suites Scarborough,43.777585727287324,-79.17306571900579,Hotel
75,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Snappy's Food Mart,43.79026824761087,-79.17370246989348,Miscellaneous Shop
76,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Envoy Business Services,43.79472363802811,-79.15848269546532,Paper / Office Supplies Store
77,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Wh13 Basecamp @ The Leigon,43.782788,-79.16373,General Entertainment
78,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Fox and Fiddle,43.78908246798306,-79.15445917449385,Bar
79,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Peter's Bridge,43.79577229404396,-79.16715748678912,Bridge
80,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Amby's,43.781584,-79.151517,Assisted Living
81,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,38Highlandcreek @Scatchell,43.786628,-79.155007,Bus Line
82,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,The Golden Chopstick,43.782189,-79.172468,Chinese Restaurant
83,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Johnny Shawarma,43.794779187445975,-79.15853229945257,Middle Eastern Restaurant
84,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,La Lune Boutique & Spa,43.77701876708108,-79.17362172873828,Spa
85,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Toronto Public Library - Highland Creek Branch,43.79001110925584,-79.17490570718468,Library
86,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Marsman Music Centre,43.772174,-79.165135,Music School
87,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,creative edge development,43.777896881103516,-79.16815185546875,Housing Development
88,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Soundcloudtown,43.784763,-79.175561,General Entertainment
89,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Fireman House,43.79047655896664,-79.15932595971731,Event Space
90,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Bramber Woods Park,43.78878624475514,-79.16672945022583,Park
91,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Framing  dames,43.78258984329268,-79.16936874389648,Art Gallery
92,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Planet Earth,43.784693,-79.175556,Playground
93,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Jenny's Nail Salon,43.78384844568234,-79.16884385333636,Nail Salon
94,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,St Joseph Catholic Church,43.78309942088076,-79.17155076387591,Church
95,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Fortress Technology Conveyor Shop,43.78850173950195,-79.17207336425781,Miscellaneous Shop
96,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Majestic Muffler,43.79210208344529,-79.15719849431457,Automotive Shop
97,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Cibc,43.78343548881977,-79.17046405956604,Bank
98,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Lucas Automotive,43.79206746190726,-79.15770556294225,Automotive Shop
99,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Aamco,43.787300713192586,-79.15088746760783,Gas Station
0,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Action Honda,43.765321,-79.191852,Auto Dealership
1,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,U-Haul Moving & Storage at Kingston Rd,43.7562070660306,-79.19909437180013,Storage Facility
2,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
3,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,KelliAEllis.com,43.76594698390457,-79.18413000125422,Tech Startup
4,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Hair Salon (Joy),43.765065,-79.191317,Salon / Barbershop
5,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
6,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Paradise Shawarma,43.765858,-79.191661,Shawarma Place
7,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Sir Robert L. Borden BTI,43.76294109161357,-79.19020740440588,School
8,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Morningside Laundry,43.76514352427404,-79.18426036834717,Laundry Service
9,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Bus Stop : 54 & 86,43.76757344610084,-79.18975903549654,Bus Line
10,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Suburban Glass & Mirror Limited,43.76351937517546,-79.19379966555776,
11,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,H&R Block,43.766988,-79.185862,Financial or Legal Service
